"﻿""カードID(内部ID)""",カードハッシュ,カードID(モバゲーID),カード名,カード別名,アイドルID(内部ID),アイドル名,属性,レアリティ,特訓後,身長,体重,バストサイズ,ウエストサイズ,ヒップサイズ,コスト,初期攻,初期守,最大攻(推定値),最大守(推定値),特技名,メイン特技効果,ダブル特技効果,アイプロ育成アイドル,フリートレード制限中,システム追加日時
69,05977029f17dd39831b673314a817238,3411501,[甘い花束]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,19,5320,3720,13965,9765,ｽｲｰﾄﾌﾗﾜｰ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
70,172930f3ec38def704b5d886c7109aa6,3511502,[甘い花束]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,19,6384,4464,21148,14788,ｽｲｰﾄﾌﾗﾜｰ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで極大～絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
71,ab9d06b633142cecac28895ff15b7106,3418301,[花の小悪魔]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,20,4840,4840,12705,12705,枯れない花,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
72,27dc4499bc995e764ee5277377a7ad11,3518302,[花の小悪魔]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,20,5808,5808,19240,19240,枯れない花,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
73,5bc2eb8496976790007a468b9029038b,3422601,[さくらふわり]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,21,5480,5480,14385,14385,桜色のﾒｯｾｰｼﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:43
74,a1a5ad34d1f639456d074faf6cbee8fd,3522602,[さくらふわり]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,21,6576,6576,21784,21784,桜色のﾒｯｾｰｼﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 絶大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:43
75,e60349af525f22282f0cce54d5ddfc39,3425701,[ふんわり花乙女]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,21,6280,4460,16485,11708,ｶﾗﾌﾙﾌﾗﾜｰ,ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
76,3b24b0c37eaa7e5b936d38660580ddeb,3525702,[ふんわり花乙女]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,21,7536,5352,24964,17729,ｶﾗﾌﾙﾌﾗﾜｰ,ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
77,ba6e73113054aad2140a54f733256d17,3429601,[スプリングフラワー]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,22,6560,4800,17220,12600,色どりみどり,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
78,3ee0da58a0a9b42484666b12293bcc11,3529602,[スプリングフラワー]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,22,7872,5760,26076,19080,色どりみどり,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
79,37c34a83da57161eb7ebe0ad62d4b144,3430801,[CDデビュー]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,13,2480,3100,6510,8138,lilac time,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
80,1fc18af0c5a0f3b65e228e7d5abfd54e,3530802,[CDデビュー]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,13,2976,3720,9858,12323,lilac time,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
81,1fd2e753404d29ba95066c277f752db7,3434801,[花しずく]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,22,6860,4860,18008,12758,花咲く色,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで極大～絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
82,eff3e13dd30475d420b7f95ce86c2bc4,3534802,[花しずく]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,22,8232,5832,27269,19319,花咲く色,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
83,62a630da32528b0c6c0bbb2c0af7675d,3440801,[祝福の花]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,23,6400,6360,16800,16695,彩りの旅路,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
84,f4e7b3ceeac980d73dfa889f583cf5dd,3540802,[祝福の花]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,23,7680,7632,25440,25282,彩りの旅路,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
85,8a61a6a9d3166281ed9bc64e53e3eded,3448101,[憩いの花香]相葉夕美,,163,相葉夕美,Passion,SR,False,158,42,81,57,80,24,7720,5780,20265,15173,はにかむ感触,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
86,9780891fbaf4bfa02e18378e4442d22a,3548102,[憩いの花香]相葉夕美+,,163,相葉夕美,Passion,SR+,True,158,42,81,57,80,24,9264,6936,30688,22977,はにかむ感触,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
87,fe1ec011929547cd07d17bfa91432bd3,1200401,相原雪乃,,31,相原雪乃,Cute,R,False,160,51,92,58,90,6,620,940,1628,2468,ｷｭｰﾄﾀﾞﾝｽ,ｷｭｰﾄﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
88,da2577c3c6e142e7d0e4de14bee28538,1300402,相原雪乃+,,31,相原雪乃,Cute,R+,True,160,51,92,58,90,6,744,1128,2465,3737,ｷｭｰﾄﾀﾞﾝｽ,ｷｭｰﾄﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
89,8feac8e96c99be975a2dcedd499734d3,1206801,[ゴスペルドレス]相原雪乃,,31,相原雪乃,Cute,R,False,160,51,92,58,90,9,1060,1060,2783,2783,ｸﾘｽﾏｽﾀｲﾑ,ｷｭｰﾄﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
90,8bf6d88f7be269f26ecc0a82120d6c0d,1306802,[ゴスペルドレス]相原雪乃+,,31,相原雪乃,Cute,R+,True,160,51,92,58,90,9,1272,1272,4214,4214,ｸﾘｽﾏｽﾀｲﾑ,ｷｭｰﾄﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
91,13c9b6c8cc387ff80d3dd1197d827093,1213801,[スウィートスノー]相原雪乃,,31,相原雪乃,Cute,R,False,160,51,92,58,90,14,3040,2280,7980,5985,雪のほほえみ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
92,68945ac1a86d518a4ba0d7d3b6cf4242,1313802,[スウィートスノー]相原雪乃+,,31,相原雪乃,Cute,R+,True,160,51,92,58,90,14,3648,2736,12084,9064,雪のほほえみ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
93,3ea19a7a283d7ccf8d67ebcecb3e9b03,1322702,[チャーミングメイト]相原雪乃+,,31,相原雪乃,Cute,R+,True,160,51,92,58,90,13,3900,2800,11213,8050,優しい歌声,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
94,cf38d99062a9637022571c1f26584083,1229701,[タラン・アフェール]相原雪乃,,31,相原雪乃,Cute,R,False,160,51,92,58,90,13,2520,2440,6615,6405,荒波の利益,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻守 大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:43
95,110c4dcacd7c8645e9dd950465d5c451,1329702,[タラン・アフェール]相原雪乃+,,31,相原雪乃,Cute,R+,True,160,51,92,58,90,13,3024,2928,10018,9700,荒波の利益,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:43
96,a68c0b41bacb7dfc6f6c3cbd65a08fe4,1235601,[キュリオスレディ]相原雪乃,,31,相原雪乃,Cute,R,False,160,51,92,58,90,14,2220,3220,5828,8453,ﾌｪｻﾞｰｽﾃｯﾌﾟ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
97,347047c370cb38c9d6a418bdccadc94b,1335602,[キュリオスレディ]相原雪乃+,,31,相原雪乃,Cute,R+,True,160,51,92,58,90,14,2664,3864,8825,12801,ﾌｪｻﾞｰｽﾃｯﾌﾟ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
98,379f16f5b227b81c72e2ccc4994bc538,1414901,[フリルドウェスタン]相原雪乃,,31,相原雪乃,Cute,SR,False,160,51,92,58,90,17,3560,4540,9345,11918,ｶﾝﾄﾘｰｽﾃｯﾌﾟ,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
99,b948b75ab52fd655f62eae3a3556e5ac,1514902,[フリルドウェスタン]相原雪乃+,,31,相原雪乃,Cute,SR+,True,160,51,92,58,90,17,4272,5448,14152,18047,ｶﾝﾄﾘｰｽﾃｯﾌﾟ,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
100,2e42528040b5fad260f931b71e04f0f4,1422101,[エレガント・ロワイヤル]相原雪乃,,31,相原雪乃,Cute,SR,False,160,51,92,58,90,14,3340,2540,8768,6668,ﾃｨｰﾌﾚｸﾞﾗﾝｽ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
101,58a0923135a9fcd5da1cedc3ccace8ba,1522102,[エレガント・ロワイヤル]相原雪乃+,,31,相原雪乃,Cute,SR+,True,160,51,92,58,90,14,4008,3048,13277,10097,ﾃｨｰﾌﾚｸﾞﾗﾝｽ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
102,b19bd4403fc12200e4ebb45a72a949bf,1431001,[笑門福来]相原雪乃,,31,相原雪乃,Cute,SR,False,160,51,92,58,90,18,4240,4360,11130,11445,春の魔除け,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
103,d6058e099d434e6a55b6c7db8011f43e,1531002,[笑門福来]相原雪乃+,,31,相原雪乃,Cute,SR+,True,160,51,92,58,90,18,5088,5232,16854,17332,春の魔除け,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
104,4dca0c21e5859981c0e9c239dc90f1ab,1438601,[エレガントチアー]相原雪乃,,31,相原雪乃,Cute,SR,False,160,51,92,58,90,16,3520,3420,9240,8978,朗らかﾄｰｸ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
105,cfc329e650e8c8f39600ad33229d97db,1538602,[エレガントチアー]相原雪乃+,,31,相原雪乃,Cute,SR+,True,160,51,92,58,90,16,4224,4104,13992,13595,朗らかﾄｰｸ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
106,5c9829879b7d4d585fc6b1e3faa5830e,1447501,[マイルド・ロワイヤル]相原雪乃,,31,相原雪乃,Cute,SR,False,160,51,92,58,90,20,5320,4280,13965,11235,強気のひと押し,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
107,5bc8d2485cafd22b80764980a506c7b4,1547502,[マイルド・ロワイヤル]相原雪乃+,,31,相原雪乃,Cute,SR+,True,160,51,92,58,90,20,6384,5136,21148,17014,強気のひと押し,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
108,6ef2cd5ef498c7caaea87f7d89340110,3001001,赤城みりあ,,143,赤城みりあ,Passion,N,False,140,36,75,55,78,8,920,680,2415,1785,ﾊﾟｯｼｮﾈｲﾄｱｸﾄ,,,False,False,2018/10/09 05:41:43
109,e0b836342a1aee295a7ccbab0a16fd87,3101002,赤城みりあ+,,143,赤城みりあ,Passion,N+,True,140,36,75,55,78,8,1104,816,3658,2704,ﾊﾟｯｼｮﾈｲﾄｱｸﾄ,,,False,False,2018/10/09 05:41:43
110,10da168b4b369bc6ffa72e78e93071be,3203201,[バレンタイン]赤城みりあ,,143,赤城みりあ,Passion,R,False,140,36,75,55,78,10,1720,1400,4515,3675,好奇心全開ｯ!!,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
111,9b08de504854ac1df4fd5dc76a9a5ac1,3303202,[バレンタイン]赤城みりあ+,,143,赤城みりあ,Passion,R+,True,140,36,75,55,78,10,2064,1680,6838,5566,好奇心全開ｯ!!,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
112,92a5705c0b6de55d2f168f9bd29a3edb,3220801,[ポッピンポップ]赤城みりあ,,143,赤城みりあ,Passion,R,False,140,36,75,55,78,14,2760,2660,7245,6983,ともだちの輪,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
113,8a7f7bead0878b56904f736f4421253d,3320802,[ポッピンポップ]赤城みりあ+,,143,赤城みりあ,Passion,R+,True,140,36,75,55,78,14,3312,3192,10972,10575,ともだちの輪,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
114,89e9e5b0a1b6e15b0fff88744901f461,3231101,[マーチングバンド]赤城みりあ,,143,赤城みりあ,Passion,R,False,140,36,75,55,78,14,2260,3200,5933,8400,元気のﾘｽﾞﾑ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
115,0f1b57bb36e56e4ecfb13b3e1954b368,3331102,[マーチングバンド]赤城みりあ+,,143,赤城みりあ,Passion,R+,True,140,36,75,55,78,14,2712,3840,8985,12720,元気のﾘｽﾞﾑ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
116,b579c840179644a36de6fa1c133671cf,3333102,[サーカスパフォーマー]赤城みりあ+,,143,赤城みりあ,Passion,R+,True,140,36,75,55,78,14,4140,3120,11903,8970,おどけてあいさつ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
117,8109a4ac1c65efa9906f314f523b9916,3333202,[スマイリーパフォーマー]赤城みりあ+,,143,赤城みりあ,Passion,R+,True,140,36,75,55,78,14,4240,3160,12190,9085,おどけてあいさつ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
118,3410f3a3621ba915964b205bd54cbf49,3238101,[スイートウィンター]赤城みりあ,,143,赤城みりあ,Passion,R,False,140,36,75,55,78,14,2800,2700,7350,7088,ふんわりおすまし,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
119,f74d7d0df85a6c2ef23e42c972c9a793,3338102,[スイートウィンター]赤城みりあ+,,143,赤城みりあ,Passion,R+,True,140,36,75,55,78,14,3360,3240,11130,10733,ふんわりおすまし,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
120,c674c58bab136ff597a815671bb1892b,3402001,[しっぽもふもふ]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,16,3800,3320,9975,8715,ﾎﾟｯﾌﾟﾝﾀｲﾑ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
121,cfb03542cf02bdeb2401a33d0d86daeb,3502002,[しっぽもふもふ]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,16,4560,3984,15106,13198,ﾎﾟｯﾌﾟﾝﾀｲﾑ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
122,b6c652c77203c6836a0489af5a37662c,3404301,[ニュースマイル]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,11,2000,2500,5250,6563,元気のお祈り,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
123,d44aa4f47e363eea2e35a73f54fc6379,3504302,[ニュースマイル]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,11,2400,3000,7950,9938,元気のお祈り,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
124,0793eaf891f21d96424137f2fb375650,3406501,[ちびっこアクマ]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,17,4120,3980,10815,10448,お羽ぱたぱた♪,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
125,ef781662f1714c3f272954635d794a5f,3506502,[ちびっこアクマ]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,17,4944,4776,16378,15821,お羽ぱたぱた♪,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
126,b1189784b88e5fd4438eebc83b08daad,3406801,[CDデビュー]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,10,1580,2220,4148,5828,Romantic Now,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
127,b408f15906c6b54d17985d285f98dee7,3506802,[CDデビュー]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,10,1896,2664,6281,8825,Romantic Now,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 ﾗﾝﾀﾞﾑで中～大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
128,52ac8b4cab7ec3e61bd7468381f76495,3408701,[シンデレラドリーム]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,18,5200,3200,13650,8400,夢のﾁｶﾗ,自分の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
129,ec0b6fa7958a83eb2e758c36dd8fc26b,3508702,[シンデレラドリーム]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,18,6240,3840,20670,12720,夢のﾁｶﾗ,自分の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
130,4292b737c6a1afdcb237a28c36cc2e9c,3410301,[ニュースマイル・S]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,14,3380,2700,8873,7088,元気のお祈り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
131,6ac6ac48ba9f668c30c8e267633b4860,3510302,[ニュースマイル・S]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,14,4056,3240,13437,10733,元気のお祈り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
132,f9823071fb73c76c8e0ad947e4374c76,3414201,[キラキラ☆ジャンプ]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,19,4680,4640,12285,12180,ｷﾗｷﾗのしずく,全ﾀｲﾌﾟの攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:43
133,35951a39f9d4e99402bbb2d9c5f5335d,3514202,[キラキラ☆ジャンプ]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,19,5616,5568,18604,18444,ｷﾗｷﾗのしずく,全ﾀｲﾌﾟの攻守 絶大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:43
134,4868d8e9411de3f444c270c04bcaec1a,3423801,[ないしょのステップ]赤城みりあ,,143,赤城みりあ,Passion,SR,False,140,36,75,55,78,21,6220,4460,16328,11708,明日もまたね,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
135,2186837114eebf98ae667f26f0e5a79c,3523802,[ないしょのステップ]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,21,7464,5352,24725,17729,明日もまたね,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:43
136,03160f702f45fbdd3c17d910d80306d6,3525002,[凸レーション]赤城みりあ+,,143,赤城みりあ,Passion,SR+,True,140,36,75,55,78,16,4120,5060,11845,14547,夢のかけら,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,True,2018/10/09 05:41:43
